0E699544-AF28-4D79-97FD-E70AF3070229,24955,"launchParameters_txt=keyProcessStream%3d24955%3bCIQ_ID%3d237322178%3bSNL_ID%3d9746495%3bRatingsID%3d19676%252c549014%3bSymbolTypeID%3d73%3bKeyProcessModel%3d50%3bKeyMINameSpace%3d73%3b keyProcessStream=24955 CIQ_ID=237322178 SNL_ID=9746495 RatingsID=19676,549014 SymbolTypeID=73 KeyProcessModel=50 KeyMINameSpace=73 PerfTransactionID=989e38be-8a01-4a97-9efb-4960f1fe7be5 Comments= "
AC734B90-5A3D-4598-819E-D2E2318A268A,24955,"launchParameters_txt=keyProcessStream%3d24955%3bCIQ_ID%3d58025190%3bSNL_ID%3d9537588%3bRatingsID%3d20741%252c324031%3bSymbolTypeID%3d73%3bKeyProcessModel%3d50%3bKeyMINameSpace%3d73%3b keyProcessStream=24955 CIQ_ID=58025190 SNL_ID=9537588 RatingsID=20741,324031 SymbolTypeID=73 KeyProcessModel=50 KeyMINameSpace=73 PerfTransactionID=7ee955ea-9f55-4798-b51e-943a72f402c4 Comments= "
5D93CADE-5166-4166-803A-9BAF50B80015,24955,"launchParameters_txt=keyProcessStream%3d24955%3bCIQ_ID%3d57989803%3bSNL_ID%3d7541751%3bRatingsID%3d21326%252c322155%3bSymbolTypeID%3d73%3bKeyProcessModel%3d50%3bKeyMINameSpace%3d73%3b keyProcessStream=24955 CIQ_ID=57989803 SNL_ID=7541751 RatingsID=21326,322155 SymbolTypeID=73 KeyProcessModel=50 KeyMINameSpace=73 PerfTransactionID=a53b7382-b7d1-4b84-b2fa-70aaa5c578a2 Comments= "
0D242673-51E3-485F-99CE-E91B2086F213,24955,"launchParameters_txt=keyProcessStream%3d24955%3bCIQ_ID%3d58032183%3bSNL_ID%3d9540108%3bRatingsID%3d21996%252c309239%3bSymbolTypeID%3d73%3bKeyProcessModel%3d50%3bKeyMINameSpace%3d73%3b keyProcessStream=24955 CIQ_ID=58032183 SNL_ID=9540108 RatingsID=21996,309239 SymbolTypeID=73 KeyProcessModel=50 KeyMINameSpace=73 PerfTransactionID=f8d9c9d5-dca1-40d1-97f2-bddd9dcea1db Comments= "
285BC6BB-231E-4A00-8B88-4CB582BD5500,24955,"launchParameters_txt=keyProcessStream%3d24955%3bCIQ_ID%3d57995872%3bSNL_ID%3d9733962%3bRatingsID%3d22293%252c470203%3bSymbolTypeID%3d73%3bKeyProcessModel%3d50%3bKeyMINameSpace%3d73%3b keyProcessStream=24955 CIQ_ID=57995872 SNL_ID=9733962 RatingsID=22293,470203 SymbolTypeID=73 KeyProcessModel=50 KeyMINameSpace=73 PerfTransactionID=b7234894-862c-44b7-a5ec-ef532a127490 Comments= "
7B5C99F8-DDB6-4F22-8993-1AD76A1F03ED,24955,"launchParameters_txt=keyProcessStream%3d24955%3bCIQ_ID%3d58003334%3bSNL_ID%3d9529873%3bRatingsID%3d22680%252c352847%3bSymbolTypeID%3d73%3bKeyProcessModel%3d50%3bKeyMINameSpace%3d73%3b keyProcessStream=24955 CIQ_ID=58003334 SNL_ID=9529873 RatingsID=22680,352847 SymbolTypeID=73 KeyProcessModel=50 KeyMINameSpace=73 PerfTransactionID=7e185964-6d57-4f56-ba07-623beef8238b Comments= "
FADCE9EB-DC62-4C56-A4E8-C0B2FBF9A1AD,24955,"launchParameters_txt=keyProcessStream%3d24955%3bCIQ_ID%3d4236894%3bSNL_ID%3d5040535%3bRatingsID%3d22922%252c5439%3bSymbolTypeID%3d73%3bKeyProcessModel%3d50%3bKeyMINameSpace%3d73%3b keyProcessStream=24955 CIQ_ID=4236894 SNL_ID=5040535 RatingsID=22922,5439 SymbolTypeID=73 KeyProcessModel=50 KeyMINameSpace=73 PerfTransactionID=e4759237-5b36-4ed5-9c52-588bceaf0b9c Comments= "
E6C573A0-6643-40FC-83A9-D8C0337D5E89,24955,"launchParameters_txt=keyProcessStream%3d24955%3bCIQ_ID%3d57986882%3bSNL_ID%3d7236237%3bRatingsID%3d23556%252c523006%3bSymbolTypeID%3d73%3bKeyProcessModel%3d50%3bKeyMINameSpace%3d73%3b keyProcessStream=24955 CIQ_ID=57986882 SNL_ID=7236237 RatingsID=23556,523006 SymbolTypeID=73 KeyProcessModel=50 KeyMINameSpace=73 PerfTransactionID=488c3f41-7a82-4a57-a586-17da8ec9d51d Comments= "
73213317-9E4C-42D4-BC85-8CA54A1BC4C9,24955,"launchParameters_txt=keyProcessStream%3d24955%3bCIQ_ID%3d57980375%3bSNL_ID%3d8281491%3bRatingsID%3d24984%252c3014%3bSymbolTypeID%3d73%3bKeyProcessModel%3d50%3bKeyMINameSpace%3d73%3b keyProcessStream=24955 CIQ_ID=57980375 SNL_ID=8281491 RatingsID=24984,3014 SymbolTypeID=73 KeyProcessModel=50 KeyMINameSpace=73 PerfTransactionID=be0772ca-2e41-4523-a0e0-c4ea4cc026ea Comments= "
CA3B23D1-51CF-4010-B595-4978CDD5B947,24955,"launchParameters_txt=keyProcessStream%3d24955%3bCIQ_ID%3d57994549%3bSNL_ID%3d6940221%3bRatingsID%3d25126%252c6635%3bSymbolTypeID%3d73%3bKeyProcessModel%3d50%3bKeyMINameSpace%3d73%3b keyProcessStream=24955 CIQ_ID=57994549 SNL_ID=6940221 RatingsID=25126,6635 SymbolTypeID=73 KeyProcessModel=50 KeyMINameSpace=73 PerfTransactionID=6c4d8727-52f7-422e-8878-7196bba9a4ff Comments= "
4E5E29AD-4B54-4FB9-9E7D-F8752FADE94B,24955,"launchParameters_txt=keyProcessStream%3d24955%3bCIQ_ID%3d138836376%3bSNL_ID%3d9739647%3bRatingsID%3d25934%252c492540%3bSymbolTypeID%3d73%3bKeyProcessModel%3d50%3bKeyMINameSpace%3d73%3b keyProcessStream=24955 CIQ_ID=138836376 SNL_ID=9739647 RatingsID=25934,492540 SymbolTypeID=73 KeyProcessModel=50 KeyMINameSpace=73 PerfTransactionID=384c18cc-28e5-48b6-90b5-4b2c9abcbd3d Comments= "
44A48914-465C-4886-BD37-4362FFF569EC,24955,"launchParameters_txt=keyProcessStream%3d24955%3bCIQ_ID%3d6698750%3bSNL_ID%3d9508622%3bRatingsID%3d27022%252c438960%3bSymbolTypeID%3d73%3bKeyProcessModel%3d50%3bKeyMINameSpace%3d73%3b keyProcessStream=24955 CIQ_ID=6698750 SNL_ID=9508622 RatingsID=27022,438960 SymbolTypeID=73 KeyProcessModel=50 KeyMINameSpace=73 PerfTransactionID=1a4349bd-78fd-49d8-b16a-61b08473e270 Comments= "
07EFD4B0-5F35-42D9-A7A0-4F48F12BAFF3,24955,"launchParameters_txt=keyProcessStream%3d24955%3bCIQ_ID%3d57989801%3bSNL_ID%3d7541750%3bRatingsID%3d27425%252c374416%3bSymbolTypeID%3d73%3bKeyProcessModel%3d50%3bKeyMINameSpace%3d73%3b keyProcessStream=24955 CIQ_ID=57989801 SNL_ID=7541750 RatingsID=27425,374416 SymbolTypeID=73 KeyProcessModel=50 KeyMINameSpace=73 PerfTransactionID=05bee109-6b7b-476b-ae38-31e1fdbac81e Comments= "
D7738E22-56DB-44C1-83AD-A58FF1F84293,24955,"launchParameters_txt=keyProcessStream%3d24955%3bCIQ_ID%3d252092717%3bSNL_ID%3d6639299%3bRatingsID%3d275%252c277%3bSymbolTypeID%3d73%3bKeyProcessModel%3d50%3bKeyMINameSpace%3d73%3b keyProcessStream=24955 CIQ_ID=252092717 SNL_ID=6639299 RatingsID=275,277 SymbolTypeID=73 KeyProcessModel=50 KeyMINameSpace=73 PerfTransactionID=1ab29eb3-8570-4680-88db-c04268fd8bbf Comments= "
