countryName,exchg,purpose,date1,holdID,intervalIdent,marketCap1,marketCap20,marketCapRange,propertyName,Rank,reportDate,reportingComp,significantInterval,stage,surfaceUnder,date20,within21,gainPercent,change
USA,REN-TVX,Exploration,0.303,RG_CS1_10.31.2016,719802,11.17,10.9,>10 - 100,Buffalo Canyon,326,10/31/2016,Renaissance Gold Inc.,Yes,Target Outline,Surface,0.2958,FALSE,-2,decrease
Brazil,ALTA-TVX,Extension,0.452,CJO_094,709450,10.05,7.47,>10 - 100,Cajueiro,674,10/13/2016,Equitas Resources Corp.,Yes,Construction Planned,Surface,0.336,FALSE,-25,decrease
Australia,S2R-ASX,Extension,0.1982,SPBD0352,744512,48.77,37.08,>10 - 100,Polar Bear,655,12/8/2016,S2 Resources Limited,No,Reserves Development,Surface,0.1507,FALSE,-23,decrease
USA,CDE-US,Infill,10.96,K15-0445-234-X10,707187,1836.52,1871.88,>100,Kensington,252,10/10/2016,"Coeur Mining, Inc.",No,Operating,Underground,10.99,FALSE,0,same
Canada,IGO-TVX,Exploration,0.1816,BV16-54,709143,10.08,7.26,>10 - 100,Snowcap,691,10/12/2016,Independence Gold Corp.,Yes,Exploration,Surface,0.1308,FALSE,-27,decrease
Australia,MEU-ASX,Definition,0.0122,16AT043,717723,5.48,5.78,<10,Aurora Tank,181,10/25/2016,Marmota Limited,Yes,Target Outline,Surface,0.0128,FALSE,5,increase
Australia,MEU-ASX,Definition,0.012,16AT043,735602,5.41,5.9,<10,Aurora Tank,138,11/29/2016,Marmota Limited,Yes,Target Outline,Surface,0.0131,FALSE,9,increase
Australia,TYX-ASX,Extension,0.0268,GWRC038,721281,10.7,9.72,>10 - 100,Jumbuck,460,11/3/2016,Tyranna Resources Limited,Yes,Target Outline,Surface,0.0244,FALSE,-9,decrease
Australia,TYX-ASX,Extension,0.0252,16CBRC038,725658,10.06,9.71,>10 - 100,Jumbuck,354,11/10/2016,Tyranna Resources Limited,Yes,Target Outline,Surface,0.0244,FALSE,-3,decrease
Australia,TYX-ASX,Extension,0.0181,16GWRC063,754112,7.22,8.22,<10,Jumbuck,91,12/22/2016,Tyranna Resources Limited,Yes,Target Outline,Surface,0.0206,FALSE,13,increase
Canada,CD-TVX,Extension,0.0641,Trench 1,708074,7.42,7.82,<10,Yukon East Block,188,10/11/2016,Cantex Mine Development Corporation,Yes,Exploration,Surface,0.0671,FALSE,4,increase
Canada,CD-TVX,Extension,0.0525,DH (1-3),738886,6.53,4.36,<10,Yukon East Block,729,12/2/2016,Cantex Mine Development Corporation,Yes,Exploration,Surface,0.0334,FALSE,-36,decrease
Peru,ELO-TVX,Extension,0.3125,M002023,746814,8.98,9.09,<10,La Victoria,322,12/14/2016,Eloro Resources Ltd.,Yes,Target Outline,Surface,0.3058,FALSE,-2,decrease
Nicaragua,GRR-TVX,Exploration,0.2361,119233,716215,38.55,36.73,>10 - 100,El Jicaro,376,10/19/2016,Golden Reign Resources Ltd.,Yes,Grassroots,In Pit,0.2249,FALSE,-4,decrease
USA,NUG-TVX,Extension,0.2045,RHB-96c,736758,59.68,50.13,>10 - 100,Red Hill,572,11/30/2016,NuLegacy Gold Corporation,Yes,Target Outline,Surface,0.1718,FALSE,-16,decrease
Australia,GBZ-ASX,Infill,0.016,KLRD0005,717193,13.04,9.86,>10 - 100,Mt Coolon,659,10/21/2016,GBM Resources Limited,No,Prefeas/Scoping,Surface,0.0121,FALSE,-24,decrease
USA,GORO-US,Extension,5.41,GMA-079,711051,305.97,326.39,>100,Gold Mesa,162,10/13/2016,Gold Resource Corporation,Yes,Target Outline,Surface,5.77,FALSE,6,increase
Canada,ROT-TVX,Exploration,0.2282,SG-16-4,716289,8.45,8.29,<10,Scottie,316,10/18/2016,Rotation Minerals Ltd.,Yes,Advanced Exploration,Surface,0.2238,FALSE,-1,decrease
Australia,EGS-ASX,Infill,0.2183,SKD008,720782,106.88,79.49,>100,Davyhurst,673,11/2/2016,Eastern Goldfields Limited,No,Feasibility Started,Surface,0.1624,FALSE,-25,decrease
Canada,GG-US,Extension,13.49,RLG-16-34,738983,11515.87,10756.12,>100,Rowan Lake,409,12/6/2016,Goldcorp Incorporated,No,Reserves Development,Surface,12.6,FALSE,-6,decrease
Australia,NML-ASX,Exploration,0.034,IAC018,736645,5.68,5.67,<10,Stawell Corridor,365,12/1/2016,Navarre Minerals Limited,Yes,Target Outline,Surface,0.0326,FALSE,-4,decrease
Australia,NML-ASX,Extension,0.0474,IAC040,746951,8.22,7.09,<10,Stawell Corridor,538,12/15/2016,Navarre Minerals Limited,Yes,Target Outline,Surface,0.0408,FALSE,-13,decrease
Australia,MCR-ASX,Infill,0.2105,MRC456,736600,39.61,29.32,>10 - 100,Widgiemooltha,676,12/1/2016,Mincor Resources NL,No,Feasibility Started,Surface,0.1558,FALSE,-25,decrease
Tanzania,TRL-ASX,Extension,0.0555,WDH 014,718080,21.13,14.33,>10 - 100,Singida,718,10/25/2016,Tanga Resources Limited,Yes,Exploration,Surface,0.0377,FALSE,-32,decrease
Tanzania,TRL-ASX,Extension,0.0368,WDH 006,747860,14.01,14.34,>10 - 100,Singida,277,12/16/2016,Tanga Resources Limited,Yes,Target Outline,Surface,0.0367,FALSE,0,same
Canada,TWR-TVX,Exploration,0.1208,RN008,744723,7.91,7.49,<10,Rabbit North Regional,385,12/8/2016,Tower Resources Limited,Yes,Target Outline,Surface,0.1142,FALSE,-5,decrease
Canada,OSK-TSX,Extension,1.7346,OBM?16?669,735701,271.08,262.89,>100,Windfall Lake,441,11/25/2016,Osisko Mining Inc.,No,Prefeas/Scoping,Surface,1.593,FALSE,-8,decrease
Canada,AGB-TVX,Infill,0.6565,CH-16-057,741459,113.79,102.58,>100,Cochrane Hill,469,12/6/2016,Atlantic Gold Corporation,No,Feasibility Started,In Pit,0.5918,FALSE,-9,decrease
Cote d'Ivoire,AOP-ASX,Extension,0.0896,BDRC011,736371,14.32,12.21,>10 - 100,Boundiali,556,11/30/2016,Apollo Consolidated Limited,Yes,Target Outline,Surface,0.076,FALSE,-15,decrease
Australia,MNM-ASX,Extension,0.0084,L4001,719271,9.66,6.85,<10,Morning Star,699,10/27/2016,Mantle Mining Corporation Limited,No,Limited Production,Underground,0.006,FALSE,-29,decrease
USA,GSV-TVX,Extension,2.559,DS16-10,716581,533.29,504.38,>100,Railroad-Pinion,493,10/20/2016,Gold Standard Ventures Corporation,No,Reserves Development,Surface,2.2771,FALSE,-11,decrease
Canada,GG-US,Metallurgical,15.59,CFD0618,719376,13308.56,11814.65,>100,Coffee,498,10/26/2016,Goldcorp Incorporated,No,Feasibility Complete,Surface,13.84,FALSE,-11,decrease
Australia,GMD-ASX,Extension,0.0237,16USRC064,704241,15.12,13.56,>10 - 100,Ulysses,478,10/3/2016,Genesis Minerals Limited,Yes,Prefeas/Scoping,In Pit,0.0213,FALSE,-10,decrease
Canada,BGM-TVX,Exploration,0.5027,G000988,705589,152.24,133.82,>100,Cariboo,507,10/4/2016,Barkerville Gold Mines Ltd.,No,Prefeas/Scoping,Surface,0.4418,FALSE,-12,decrease
Australia,BRB-ASX,Extension,0.2839,BBRC0111,730397,37.16,37.1,>10 - 100,Lake Roe,278,11/18/2016,Breaker Resources NL,Yes,Target Outline,Surface,0.2834,FALSE,0,same
Australia,BRB-ASX,Extension,0.2185,BBRC0111,748410,28.86,47.7,>10 - 100,Lake Roe,6,12/19/2016,Breaker Resources NL,Yes,Target Outline,Surface,0.366,FALSE,67,increase
Australia,NST-ASX,Extension,3.1276,PDDD16075,730872,1878.69,1553.07,>100,Paradigm,597,11/14/2016,Northern Star Resources Limited,Yes,Exploration,Surface,2.5855,FALSE,-17,decrease
Australia,BRB-ASX,Infill,0.4178,BBRD0056,719580,54.73,37.16,>10 - 100,Lake Roe,717,10/28/2016,Breaker Resources NL,No,Target Outline,Surface,0.2839,FALSE,-32,decrease
Australia,AQQ-ASX,Metallurgical,0.015,APDM0004,735804,10.61,6.69,>10 - 100,Aphrodite,732,11/29/2016,Aphrodite Gold Limited,No,Prefeas/Scoping,Surface,0.0094,FALSE,-37,decrease
Australia,EGS-ASX,Infill,0.2814,MDD001,717737,137.75,84.78,>100,Davyhurst,737,10/25/2016,Eastern Goldfields Limited,No,Feasibility Started,In Pit,0.1732,FALSE,-38,decrease
Ghana,TBR-ASX,Extension,5.281,JRC381,728654,264.07,208.81,>100,Japa,634,11/16/2016,Tribune Resources Limited,No,Reserves Development,Surface,4.176,FALSE,-20,decrease
Australia,SMD-ASX,Exploration,0.0201,MRC003,734245,12.72,7.85,>10 - 100,Monument,735,11/28/2016,Syndicated Metals Limited,Yes,Target Outline,Surface,0.0124,FALSE,-38,decrease
Australia,BRB-ASX,Infill,0.4425,BBRC0076,716302,57.65,35.16,>10 - 100,Lake Roe,738,10/20/2016,Breaker Resources NL,No,Target Outline,Surface,0.2678,FALSE,-39,decrease
Australia,BMT-ASX,Exploration,0.1238,CHD004,748099,2.38,2.25,<10,Cairn Hill,384,12/19/2016,Berkut Minerals Limited,Yes,Target Outline,Surface,0.1171,FALSE,-5,decrease
Australia,ARS-ASX,Exploration,0.083,MRRC0003,728695,5.11,4.59,<10,Mt Roberts-Cottee,552,11/16/2016,Alt Resources Limited,Yes,Target Outline,Surface,0.0708,FALSE,-14,decrease
Australia,GBR-ASX,Extension,0.1342,BGP0083,744534,5.06,3.4,<10,Balagundi,720,12/9/2016,Great Boulder Resources Limited,Yes,Target Outline,Surface,0.0902,FALSE,-32,decrease
Canada,ER-TSX,Infill,0.6,ER16-584,717556,105.22,75.21,>100,Clearwater,696,10/24/2016,Eastmain Resources Inc.,No,Prefeas/Scoping,Surface,0.4289,FALSE,-28,decrease
Mexico,PG-TSX,Exploration,2.5165,CRD15-53,727711,505.8,364.56,>100,Alto-Cristina,692,10/26/2016,Premier Gold Mines Limited,Yes,Target Outline,Surface,1.8109,FALSE,-28,decrease
Australia,MOX-ASX,Exploration,0.0094,ZZRC1605,750966,4.32,3.36,<10,Percyville,638,12/20/2016,Monax Mining Limited,Yes,Target Outline,Surface,0.0073,FALSE,-22,decrease
