Property Name ,Interval Identifier ,Property ID ,Country Name ,Primary Commodity ,Hole ID ,Reported Date (mm/dd/yyyy),Primary Interval Commodity ,Reporting Company ,Reporting Company ID ,Stage (At Time of Ann.) ,Significant Interval? Yes/No,Surface or Underground? ,Exploration Purpose ,Exchg,From (Date -1),To (Date + 20),Market Cap Range,"Market Cap ($M) (From, date -1)","Market Cap ($M) (To, date + 20)",Gain,within 21 d?,Rank,Relevant asterisk/ footnote,New Rank,Notes
Woodlark Island,807330,29094,Papua New Guinea,Gold,BS16DD004,2/2/2017,Gold,Geopacific Resources Limited,4350410,Feasibility Complete,Yes,Surface,Exploration,GPR-ASX,0.02,0.03,>10 - 100,28.85,34.63,20.04%,FALSE,106,,,
Central Malawi,796771,66031,Malawi,Graphite,MGAC0030,1/18/2017,Graphite,Sovereign Metals Limited,4354479,Prefeas/Scoping,Yes,Surface,Extension,SVM-ASX,0.06,0.07,>10 - 100,13.28,15.92,19.86%,FALSE,107,,,
Karouni,801551,27965,Guyana,Gold,HRC239,1/23/2017,Gold,Troy Resources Limited,4354998,Operating,No,Surface,Infill,TRY-ASX,0.11,0.13,>10 - 100,47.98,57.45,19.76%,FALSE,108,,,
Tijirit,800133,29012,Mauritania,Gold,T16DD013,1/20/2017,Gold,Algold Resources Limited,4361599,Reserves Development,No,Surface,Extension,ALG-TVX,0.17,0.2,>10 - 100,21.38,25.54,19.45%,FALSE,110,,,
Thalanga,792880,25699,Australia,Zinc,TH695,1/12/2017,Zinc,Red River Resources Limited,4353695,Preproduction,No,Surface,Infill,RVR-ASX,0.16,0.19,>10 - 100,60.75,88.86,19.37%,FALSE,111,,,
Yellowknife City,792310,28788,Canada,Gold,TSO16-010,1/11/2017,Gold,TerraX Minerals Inc.,4366758,Reserves Development,Yes,Surface,Extension,TXR-TVX,0.51,0.61,>10 - 100,51.82,62.12,19.33%,FALSE,112,,,
Pahtavaara,791141,28700,Finland,Gold,116041,1/10/2017,Gold,Rupert Resources Limited,4353936,Operating,Yes,Surface,Extension,RUP-TVX,0.63,0.75,>10 - 100,62.22,74.14,19.17%,FALSE,114,,,
Wagga Tank,854985,30723,Australia,Zinc,WTRC003,3/14/2017,Zinc,Peel Mining Limited,4353270,Reserves Development,Yes,Surface,Extension,PEX-ASX,0.12,0.14,>10 - 100,18.35,21.84,19.02%,FALSE,115,,,
San Jose,795995,77559,Spain,Lithium,MSJ RC 0002,1/18/2017,Lithium,Plymouth Minerals Limited,4353394,Reserves Development,Yes,Surface,Exploration,PLH-ASX,0.13,0.15,>10 - 100,17.66,21.01,18.98%,FALSE,116,,,
Lake Roe,864010,76396,Australia,Gold,BBRC0194,3/27/2017,Gold,Breaker Resources NL,4357258,Target Outline,Yes,Surface,Extension,BRB-ASX,0.38,0.42,>10 - 100,49.49,54.62,10.60%,FALSE,191,,,
La India,805693,35834,Nicaragua,Gold,CCDC025,1/27/2017,Gold,Condor Gold Plc,4349418,Prefeas/Scoping,No,Surface,Extension,CNR-AIMLSE,0.7,0.84,>10 - 100,37.29,44.2,18.52%,FALSE,118,,,
Barsele,796086,28075,Sweden,Gold,SKI16010,1/17/2017,Gold,Barsele Minerals Corp.,4428746,Reserves Development,Yes,Surface,Extension,BME-TVX,0.91,1.08,>10 - 100,97.27,115.27,18.50%,FALSE,119,,,
Baden Powell,849226,60865,Australia,Gold,BPRC1602,3/1/2017,Gold,Intermin Resources Limited,4351260,Exploration,No,Surface,Extension,IRC-ASX,0.08,0.09,>10 - 100,16.78,18.4,9.44%,FALSE,205,,,
Gladiator,861053,38121,Canada,Gold,BA-17-05,3/21/2017,Gold,Bonterra Resources Inc.,4348659,Reserves Development,Yes,Surface,Extension,BTR-TVX,0.27,0.31,>10 - 100,37.77,49.33,18.26%,FALSE,121,,,
Blister Dam,854806,78583,Australia,Gold,BDRC1603,3/1/2017,Gold,Intermin Resources Limited,4351260,Exploration,No,Surface,Extension,IRC-ASX,0.08,0.09,>10 - 100,16.78,18.4,9.44%,FALSE,205,,,
Montalembert,800191,53362,Canada,Gold,D109952,1/20/2017,Gold,Globex Mining Enterprises Inc.,4161391,Exploration,Yes,Surface,Exploration,GMX-TSX,0.35,0.4,>10 - 100,16.86,19.7,16.85%,FALSE,127,,,
KSK,813932,38884,Indonesia,Copper,BKM32600-05,2/9/2017,Copper,Asiamet Resources Limited,4228843,Feasibility Started,Yes,Surface,Extension,ARS-AIMLSE,0.05,0.06,>10 - 100,35.55,41.51,16.75%,FALSE,128,,,
Valentine Lake,848910,28192,Canada,Gold,MA-17-162,2/28/2017,Gold,Marathon Gold Corporation,4352057,Reserves Development,Yes,Surface,Extension,MOZ-TSX,0.69,0.8,>10 - 100,81.12,94.57,16.57%,FALSE,129,,,
Barsele,851555,28075,Sweden,Gold,CNT16032,3/6/2017,Gold,Barsele Minerals Corp.,4428746,Reserves Development,Yes,Surface,Extension,BME-TVX,0.64,0.75,>10 - 100,68.39,79.73,16.57%,FALSE,130,,,
Kalana,854778,26794,Mali,Gold,KO-SOM-RC253,3/9/2017,Gold,Avnel Gold Mining Limited,4348365,Limited Production,Yes,In Pit,Infill,AVK-TSX,0.19,0.22,>10 - 100,71.05,82.68,16.38%,FALSE,131,,,
Sanbrado,861231,37805,Burkina Faso,Gold,TAN17-DD094,3/22/2017,Gold,West African Resources Limited,4355316,Feasibility Complete,Yes,Surface,Extension,WAF-ASX,0.17,0.2,>10 - 100,84.01,97.69,16.29%,FALSE,133,,,
Janet Ivy South,859226,78616,Australia,Gold,WKRC1607,3/1/2017,Gold,Intermin Resources Limited,4351260,Exploration,No,Surface,Extension,IRC-ASX,0.08,0.09,>10 - 100,16.78,18.4,9.44%,FALSE,205,,,
Kalgoorlie,788655,30696,Australia,Nickel,GSRC1025,1/6/2017,Nickel,Heron Resources Limited,4351024,Prefeas/Scoping,Yes,Surface,Extension,HRR-ASX,0.09,0.1,>10 - 100,36.59,42.34,15.74%,FALSE,136,,,
Honeymoon,809401,34625,Australia,U3O8,BSC001,2/3/2017,U3O8,Boss Resources Limited,4348665,Prefeas/Scoping,No,Surface,Extension,BOE-ASX,0.05,0.06,>10 - 100,51.08,59.12,15.74%,FALSE,137,,,
Central Malawi,859153,66031,Malawi,Graphite,MGDD0002,3/15/2017,Graphite,Sovereign Metals Limited,4354479,Prefeas/Scoping,Yes,Surface,Extension,SVM-ASX,0.05,0.06,>10 - 100,11.36,13.14,15.62%,FALSE,138,,,
Knaften,850809,68089,Sweden,Gold,2007-07,3/3/2017,Gold,Barsele Minerals Corp.,4428746,Exploration,Yes,Surface,Exploration,BME-TVX,0.65,0.75,>10 - 100,69.28,79.96,15.41%,FALSE,140,,,
Mt Porter,850588,33048,Australia,Gold,MPRC275,3/3/2017,Gold,Ark Mines Limited,4348168,Construction Planned,No,Surface,Extension,AHK-ASX,0.14,0.15,<10,6.89,7.51,9.07%,FALSE,211,,,
La Trinidad,849743,34181,Mexico,Gold,16TRD27,3/1/2017,Gold,Marlin Gold Mining Ltd.,4353107,Operating,No,In Pit,Exploration,MLN-TVX,0.44,0.5,>10 - 100,75.94,86.97,14.53%,FALSE,143,,,
Rio Grande,807887,40801,Brazil,Phosphate,TER-16-089,2/2/2017,Iron Ore,Aguia Resources Limited,4347846,Feasibility Started,No,Surface,Extension,AGR-ASX,0.3,0.35,>10 - 100,27.34,31.24,14.27%,FALSE,144,,,
Bowdens,807815,29244,Australia,Silver,BD16005,2/2/2017,Silver,Silver Mines Limited,4354254,Feasibility Started,Yes,Surface,Extension,SVL-ASX,0.12,0.14,>10 - 100,46.51,52.97,13.89%,FALSE,147,,,
Mt Coolon,803280,26772,Australia,Gold,KLRD0024,1/25/2017,Gold,GBM Resources Limited,4350356,Prefeas/Scoping,No,Surface,Infill,GBZ-ASX,0.01,0.01,<10,8.02,8.72,8.67%,FALSE,219,,,
Sepeda,806451,77640,Portugal,Lithium,SC021,1/30/2017,Lithium,Dakota Minerals Limited,4353119,Prefeas/Scoping,Yes,Surface,Extension,NLI-ASX,0.04,0.05,>10 - 100,16.21,18.41,13.55%,FALSE,151,,,
Nakru,860149,29506,Papua New Guinea,Copper,NAK11606,3/16/2017,Copper,Coppermoly Limited,4358392,Reserves Development,Yes,Surface,Extension,COY-ASX,0.02,0.02,>10 - 100,12.7,20.73,13.46%,FALSE,152,,,
Case Lake,812399,32118,Canada,Lithium,DDH-1,2/8/2017,Lithium,Power Metals Corp.,4356130,Exploration,Yes,Surface,Exploration,PWM-TVX,0.25,0.29,>10 - 100,15.49,18.98,12.99%,FALSE,156,,,
Duketon,800175,52908,Australia,Gold,RRLBELAC004,1/23/2017,Gold,Regis Resources Limited,4353724,Target Outline,Yes,Surface,Extension,RRL-ASX,2.43,2.64,>100,"1,218.15","1,322.35",8.55%,FALSE,220,,,
Orivesi,798219,27838,Finland,Gold,KU-1566,1/19/2017,Gold,Dragon Mining Limited,4349799,Operating,Yes,Surface,Extension,DRA-ASX,0.2,0.22,>10 - 100,17.47,19.72,12.87%,FALSE,159,,,
Jokisivu,798466,32864,Finland,Gold,HU/JS-796,1/19/2017,Gold,Dragon Mining Limited,4349799,Operating,No,Underground,Extension,DRA-ASX,0.2,0.22,>10 - 100,17.47,19.72,12.87%,FALSE,159,,,
Lake Carey,860450,31867,Australia,Gold,17LCAC195,3/17/2017,Gold,Matsa Resources Limited,4352116,Prefeas/Scoping,No,Surface,Extension,MAT-ASX,0.16,0.17,>10 - 100,22.76,24.59,8.01%,FALSE,226,,,
Peterlumbo,796458,38567,Australia,Silver,PPRC368,1/18/2017,Silver,Investigator Resources Limited,4351331,Reserves Development,Yes,Surface,Infill,IVR-ASX,0.03,0.03,>10 - 100,15.9,17.86,12.37%,FALSE,166,,,
Namoya,868020,30456,Dem. Rep. Congo,Gold,NRC196,3/29/2017,Gold,Banro Corporation,4348437,Operating,Yes,In Pit,Exploration,BAA-TSX,1.23,1.38,>10 - 100,37.42,42,12.24%,FALSE,170,,,
Karlawinda,847069,35901,Australia,Gold,KBRC122,2/23/2017,Gold,Capricorn Metals Ltd,4352012,Feasibility Started,No,Surface,Extension,CMM-ASX,0.09,0.09,>10 - 100,43.02,51.41,7.41%,FALSE,230,,,
Marmato,854914,29533,Colombia,Gold,M-1499A,3/13/2017,Gold,Gran Colombia Gold Corporation,4350762,Operating,Yes,Underground,Extension,GCM-TSX,1,1.12,>10 - 100,20.5,23,12.23%,FALSE,171,,,
Segovia Operations,854891,26755,Colombia,Gold,PV-IU-012,3/13/2017,Gold,Gran Colombia Gold Corporation,4350762,Expansion,No,Underground,Infill,GCM-TSX,1,1.12,>10 - 100,20.5,23,12.23%,FALSE,171,,,
Red Rabbit,811423,33750,Turkey,Gold,KRK­-RC10­-16,2/6/2017,Gold,Ariana Resources Plc,4348158,Construction Started,No,Surface,Extension,AAU-AIMLSE,0.02,0.03,>10 - 100,20.21,22.67,12.18%,FALSE,173,,,
Zinger,796182,50137,Canada,Gold,PJX_CS_1.17.2017,1/17/2017,Gold,PJX Resources Inc.,4353363,Exploration,No,Surface,Exploration,PJX-TVX,0.16,0.18,>10 - 100,12.04,13.49,12.06%,FALSE,174,,,
Leonora,862155,28500,Australia,Gold,HE17RC028,3/23/2017,Gold,Kin Mining NL,4361760,Feasibility Started,Yes,Surface,Extension,KIN-ASX,0.16,0.17,>10 - 100,18.57,21.02,7.17%,FALSE,237,,,
Vittangi,798653,50204,Sweden,Graphite,NUN16008,1/19/2017,Graphite,Talga Resources Limited,4354708,Prefeas/Scoping,Yes,Surface,Exploration,TLG-ASX,0.29,0.32,>10 - 100,52.27,58.46,11.85%,FALSE,177,,,
Madsen,865484,28195,Canada,Gold,PG17-335,3/27/2017,Gold,Pure Gold Mining Inc.,4351773,Prefeas/Scoping,Yes,Surface,Extension,PGM-TVX,0.41,0.46,>10 - 100,78.78,88.08,11.81%,FALSE,178,,,
Goliath,811447,29199,Canada,Gold,TL16410,2/6/2017,Gold,Treasury Metals Incorporated,4354964,Feasibility Started,No,Underground,Infill,TML-TSX,0.49,0.55,>10 - 100,50.74,56.65,11.64%,FALSE,180,,,
Jervois,812931,27710,Australia,Copper,KJCD203,2/9/2017,Copper,KGL Resources Limited,4351571,Prefeas/Scoping,Yes,Surface,Extension,KGL-ASX,0.2,0.22,>10 - 100,34.43,38.41,11.58%,FALSE,181,,,
Madison,850855,25381,USA,Gold,C17-01,3/3/2017,Copper,Broadway Gold Mining Ltd.,4526468,Target Outline,No,Surface,Exploration,BRD-TVX,1.08,1.2,>10 - 100,35.7,39.83,11.56%,FALSE,182,,,
Sintoukola,800694,37275,Rep. Of the Congo,Potash,EK_49,1/23/2017,Potash,Kore Potash Limited,4349926,Feasibility Started,No,Surface,Extension,K2P-ASX,0.12,0.13,>10 - 100,85.32,95.71,11.44%,FALSE,183,,,
Hot Maden,863935,41604,Turkey,Gold,HTD106,3/23/2017,Gold,Mariana Resources Limited,4352069,Prefeas/Scoping,Yes,Surface,Extension,,NA,NA,NA,NA,NA,0.00%,FALSE,350,,,
San Gregorio,794861,28202,Uruguay,Gold,SGDD16-079B,1/16/2017,Gold,Orosur Mining Inc.,4353117,Operating,Yes,Underground,Extension,OMI-TSX,0.19,0.21,>10 - 100,18.66,20.94,11.26%,FALSE,184,,,
Cancet,852693,78551,Canada,Lithium,Channel 3,3/2/2017,Lithium,MetalsTech Limited,4858478,Target Outline,No,Surface,Exploration,MTC-ASX,0.18,0.2,>10 - 100,13.4,14.88,11.07%,FALSE,185,,,
Jumbuck,791217,63743,Australia,Gold,16CBDH001,1/11/2017,Gold,Tyranna Resources Limited,4351356,Reserves Development,No,Surface,Extension,TYX-ASX,0.02,0.02,<10,7.65,8.17,6.87%,FALSE,240,,,
Isabel,851095,38033,Solomon Islands,Nickel,SJ-120,3/6/2017,Nickel,Axiom Mining Limited,4348372,Prefeas/Scoping,Yes,Surface,Extension,AVQ-ASX,0.11,0.13,>10 - 100,38.24,43.55,10.79%,FALSE,187,,,
Goldstrike,791169,25278,USA,Gold,PGS039,1/10/2017,Gold,Pilot Gold Inc.,4303923,Target Outline,No,Surface,Exploration,LGD-TSX,0.39,0.44,>10 - 100,59.04,65.29,10.64%,FALSE,189,,,
Murchison,863858,26727,Australia,Gold,17MORC003,3/27/2017,Gold,Musgrave Minerals Limited,4352640,Operating,No,Surface,Extension,MGV-ASX,0.06,0.07,>10 - 100,11.39,12.02,5.53%,FALSE,257,,,
Gorno,852069,50797,Italy,Zinc,GDD134,3/8/2017,Zinc,Energia Minerals Limited,4349988,Feasibility Started,Yes,Surface,Extension,EMX-ASX,0.03,0.03,>10 - 100,24.38,26.91,10.37%,FALSE,192,,,
Kharmagtai,794312,32443,Mongolia,Copper,KHDDH395,1/16/2017,Gold,Xanadu Mines Limited,4355444,Reserves Development,No,Surface,Exploration,XAM-ASX,0.15,0.17,>10 - 100,76.6,84.51,10.33%,FALSE,193,,,
Red Rabbit,806479,33750,Turkey,Gold,KTP-RC55-16,1/30/2017,Gold,Ariana Resources Plc,4348158,Construction Started,No,Surface,Extension,AAU-AIMLSE,0.02,0.02,>10 - 100,19.72,21.76,10.32%,FALSE,195,,,
Estrades,848940,25811,Canada,Zinc,GMY17E-01,2/28/2017,Gold,Galway Metals Inc.,4379683,Reserves Development,No,Surface,Exploration,GWM-TVX,0.28,0.31,>10 - 100,16.26,17.91,10.14%,FALSE,196,,,
Paso Yobai,799998,35881,Paraguay,Gold,DDH-LAT-71,1/19/2017,Gold,Latin American Minerals Inc.,4351768,Limited Production,No,In Pit,Extension,LAT-TVX,0.15,0.16,>10 - 100,10.23,11.24,9.82%,FALSE,200,,,
San Albino-Murra,851989,29108,Nicaragua,Gold,SA16-GEOT-4020,3/7/2017,Gold,Golden Reign Resources Ltd.,4350594,Prefeas/Scoping,Yes,Surface,Extension,GRR-TVX,0.16,0.18,>10 - 100,30.75,33.68,9.53%,FALSE,203,,,
Mt York,813963,26830,Australia,Gold,KMYD013A,2/10/2017,Gold,Kairos Minerals Limited,4352482,Reserves Development,No,Surface,Exploration,KAI-ASX,0.03,0.03,>10 - 100,10.38,10.91,5.07%,FALSE,264,,,
Tomingley,799707,35751,Australia,Gold,WY950D,1/20/2017,Gold,Alkane Resources Limited,4347905,Operating,Yes,In Pit,Extension,ALK-ASX,0.27,0.28,>100,137.28,142.52,3.82%,FALSE,273,,,
Mt Coolon,861493,26772,Australia,Gold,GLD0002,3/22/2017,Gold,GBM Resources Limited,4350356,Prefeas/Scoping,Yes,Surface,Extension,GBZ-ASX,0.01,0.01,<10,9.42,10.33,3.36%,FALSE,279,,,
Wawa,802559,25803,Canada,Gold,SD-16-40,1/24/2017,Gold,Red Pine Exploration Inc.,4353694,Reserves Development,Yes,Surface,Extension,RPX-TVX,0.1,0.11,>10 - 100,11,23.17,9.26%,FALSE,208,,,
Bowdens,858854,29244,Australia,Silver,BD17011,3/15/2017,Zinc,Silver Mines Limited,4354254,Feasibility Started,Yes,Surface,Extension,SVL-ASX,0.12,0.13,>10 - 100,45.18,50.47,9.07%,FALSE,210,,,
Castelo de Sonhos,788785,41022,Brazil,Gold,CSH-16-149,1/6/2017,Gold,"TriStar Gold, Inc.",4354985,Reserves Development,No,Surface,Extension,TSG-TVX,0.19,0.2,>10 - 100,25.14,27.99,9.05%,FALSE,212,,,
Namdini,811530,51169,Ghana,Gold,NMDD051,2/7/2017,Gold,Cardinal Resources Limited,4353801,Reserves Development,Yes,Surface,Extension,CDV-ASX,0.27,0.3,>10 - 100,83.56,91.12,9.04%,FALSE,213,,,
Grassy Mountain,806815,26860,USA,Gold,GM16-02,1/30/2017,Gold,Paramount Gold Nevada Corporation,4586891,Prefeas/Scoping,Yes,Surface,Extension,PZG-US,1.78,1.94,>10 - 100,27.93,34.49,8.99%,FALSE,214,,,
Ollachea,834899,35945,Peru,Gold,DDH16-T11,2/13/2017,Gold,Minera IRL Limited,4352372,Construction Planned,Yes,Underground,Extension,MIRL-CNQ,0.13,0.14,>10 - 100,30.06,32.76,8.98%,FALSE,215,,,
Georgia Lake,849615,39374,Canada,Lithium,McVittie-16-CH-3,3/1/2017,Lithium,Rock Tech Lithium Inc.,4353856,Reserves Development,No,Surface,Exploration,RCK-TVX,0.69,0.75,>10 - 100,18.63,20.29,8.95%,FALSE,216,,,
Kilgore,814082,30083,USA,Gold,15 OKR-309,2/9/2017,Gold,Otis Gold Corporation,4353132,Reserves Development,Yes,Surface,Extension,OOO-TVX,0.22,0.24,>10 - 100,28.72,34.73,8.89%,FALSE,217,,,
Vanguard,801743,64245,Canada,Potash,GP_01.23.2017,1/23/2017,Potash,Gensource Potash Corporation,4534046,Feasibility Started,No,Surface,Exploration,GSP-TVX,0.12,0.13,>10 - 100,31.96,34.7,8.55%,FALSE,221,,,
Commonwealth,844914,50247,Australia,Gold,CMIPT048,2/22/2017,Gold,Impact Minerals Limited,4351187,Reserves Development,Yes,Surface,Extension,IPT-ASX,0.02,0.02,>10 - 100,14.52,14.94,2.92%,FALSE,281,,,
Bachelor Lake,809214,25871,Canada,Gold,14-175,2/2/2017,Gold,Metanor Resources Inc.,4352240,Operating,Yes,Underground,Extension,MTO-TVX,0.46,0.49,>10 - 100,20.13,21.63,7.46%,FALSE,228,,,
Amancaya,803193,36386,Chile,Gold,AM-082,1/25/2017,Gold,Austral Gold Limited,4436512,Feasibility Started,No,Surface,Infill,AGD-ASX,0.12,0.13,>10 - 100,61.03,65.56,7.41%,FALSE,229,,,
Polar Bear,815234,33294,Australia,Gold,SPBD0358,2/13/2017,Gold,S2 Resources Limited,4634545,Reserves Development,No,Surface,Extension,S2R-ASX,0.21,0.21,>10 - 100,50.97,52.13,2.26%,FALSE,292,,,
Cheechoo,796734,41915,Canada,Gold,CH16-088,1/17/2017,Gold,Sirios Resources Inc.,4354308,Target Outline,Yes,Surface,Extension,SOI-TVX,0.32,0.35,>10 - 100,35.92,38.51,7.21%,FALSE,234,,,
Croinor,791659,25899,Canada,Gold,CR-16-506,1/11/2017,Gold,Monarques Gold Corporation,4352550,Prefeas/Scoping,No,Surface,Exploration,MQR-TVX,0.33,0.36,>10 - 100,43.39,46.51,7.19%,FALSE,235,,,
Madsen,792177,28195,Canada,Gold,PG16-290,1/11/2017,Gold,Pure Gold Mining Inc.,4351773,Prefeas/Scoping,No,Surface,Extension,PGM-TVX,0.4,0.43,>10 - 100,69.28,74.24,7.17%,FALSE,236,,,
Yamarna,795933,29364,Australia,Gold,16SYRC0087,1/17/2017,Gold,Gold Road Resources Limited,4350538,Construction Planned,Yes,Surface,Extension,GOR-ASX,0.44,0.45,>100,387.57,395.8,2.12%,FALSE,295,,,
Parkin,850271,31757,Canada,Copper,WCB-006,3/2/2017,Gold,Wallbridge Mining Company Limited,4355273,Reserves Development,Yes,Surface,Extension,WM-TSX,0.05,0.06,>10 - 100,11.63,12.76,7.09%,FALSE,238,,,
Eastmain,799179,26108,Canada,Gold,EM16-92,1/19/2017,Gold,Eastmain Resources Inc.,4349877,Reserves Development,Yes,Surface,Extension,ER-TSX,0.4,0.43,>10 - 100,69.7,74.62,7.01%,FALSE,239,,,
Clarence Stream,807701,31842,Canada,Gold,CS 16-346,2/1/2017,Gold,Galway Metals Inc.,4379683,Reserves Development,Yes,Surface,Extension,GWM-TVX,0.29,0.31,>10 - 100,16.96,18.19,6.80%,FALSE,241,,,
Arakaka,807046,26757,Guyana,Gold,XETR007,1/31/2017,Gold,Alicanto Minerals Limited,4356147,Target Outline,Yes,Surface,Exploration,AQI-ASX,0.15,0.16,>10 - 100,13.32,14.31,6.45%,FALSE,243,,,
Point Rousse,797826,27002,Canada,Gold,AE-16-40,1/18/2017,Gold,Anaconda Mining Inc.,4348030,Operating,Yes,Surface,Extension,ANX-TSX,0.05,0.06,>10 - 100,11.21,11.93,6.41%,FALSE,244,,,
Finniss,806362,77623,Australia,Lithium,FRC031,1/30/2017,Lithium,Core Exploration Limited,4349515,Target Outline,Yes,Surface,Extension,CXO-ASX,0.06,0.07,>10 - 100,23.76,25.2,6.34%,FALSE,246,,,
Bombore,796012,28974,Burkina Faso,Gold,TYD0041,1/17/2017,Gold,Orezone Gold Corporation,4353085,Construction Planned,Yes,Surface,Definition,ORE-TVX,0.5,0.53,>10 - 100,77.31,82.1,6.21%,FALSE,247,,,
Sinclair,788790,33743,Australia,Nickel,SND009,1/9/2017,Nickel,Talisman Mining Limited,4354710,Target Outline,No,Surface,Extension,TLM-ASX,0.26,0.27,>10 - 100,47.58,50.5,6.14%,FALSE,248,,,
Cobar Superbasin,861027,70659,Australia,Copper,WLRC015,3/21/2017,Copper,Peel Mining Limited,4353270,Target Outline,Yes,Surface,Extension,PEX-ASX,0.17,0.18,>10 - 100,25.74,30.11,5.81%,FALSE,250,,,
Stavely,853078,36240,Australia,Copper,SMD007,3/9/2017,Copper,Stavely Minerals Limited,4550733,Prefeas/Scoping,No,Surface,Exploration,SVY-ASX,0.09,0.1,>10 - 100,10.88,11.6,5.77%,FALSE,251,,,
Karankasso,797709,49877,Burkina Faso,Gold,HE-RCD-16-56_RC,1/17/2017,Gold,Savary Gold Corp.,4365625,Reserves Development,Yes,Surface,Extension,SCA-TVX,0.07,0.07,>10 - 100,11.74,12.41,5.70%,FALSE,252,,,
La Plata,789136,25748,Ecuador,Gold,CMLP-16-14,1/9/2017,Gold,Toachi Mining Inc.,4350179,Prefeas/Scoping,Yes,Surface,Extension,TIM-TVX,0.3,0.32,>10 - 100,15.44,16.31,5.67%,FALSE,253,,,
Mt Alexander,847131,36132,Australia,Nickel,MAD15,2/23/2017,Nickel,St George Mining Limited,4354523,Target Outline,Yes,Surface,Extension,SGQ-ASX,0.11,0.12,>10 - 100,27.89,29.46,5.63%,FALSE,254,,,
Botswana,789249,38696,Botswana,Copper,MO-3R-02D,1/10/2017,Copper,MOD Resources Limited,4352535,Prefeas/Scoping,No,Surface,Exploration,MOD-ASX,0.03,0.03,>10 - 100,44.35,46.85,5.63%,FALSE,255,,,
Giro,853390,50785,Dem. Rep. Congo,Gold,GRRC204,3/9/2017,Gold,Amani Gold Limited,4348798,Target Outline,No,Surface,Infill,ANL-ASX,0.02,0.02,>10 - 100,23.71,25.04,5.60%,FALSE,256,,,
Snake Well,867348,26663,Australia,Gold,MJAZRC061,3/29/2017,Gold,Kalamazoo Resources Limited,4472316,Prefeas/Scoping,No,Surface,Exploration,KZR-ASX,0.13,0.13,>10 - 100,10.81,10.99,1.64%,FALSE,306,,,
Kainantu,806305,31239,Papua New Guinea,Gold,GCDD0020a,1/27/2017,Gold,K92 Mining Inc.,4494844,Operating,Yes,Surface,Extension,KNT-TVX,0.74,0.78,>10 - 100,88.43,93.24,5.44%,FALSE,259,,,
Red Rabbit,802540,33750,Turkey,Gold,KTP­RC49­-16,1/24/2017,Gold,Ariana Resources Plc,4348158,Construction Started,No,Surface,Extension,AAU-AIMLSE,0.02,0.02,>10 - 100,20.24,21.33,5.37%,FALSE,261,,,
Guiro,867723,28900,Burkina Faso,Gold,201709151,3/29/2017,Gold,Komet Resources Inc.,4351661,Operating,No,Surface,Extension,KMT-TVX,0.3,0.31,>10 - 100,19.79,20.8,5.11%,FALSE,262,,,
Anza,799110,40131,Colombia,Gold,MAP-48,1/19/2017,Gold,Orosur Mining Inc.,4353117,Target Outline,Yes,Surface,Extension,OMI-TSX,0.2,0.21,>10 - 100,19.86,21.06,5.09%,FALSE,263,,,
Katanning,862145,37922,Australia,Gold,BSRC0748,3/23/2017,Gold,Ausgold Limited,4348322,Prefeas/Scoping,No,Surface,Extension,AUC-ASX,0.02,0.02,<10,7.26,7.35,1.26%,FALSE,316,,,
Red Bore,847716,37778,Australia,Copper,TGGRC056,2/24/2017,Gold,Thundelarra Limited,4354838,Reserves Development,No,Surface,Extension,THX-ASX,0.04,0.04,>10 - 100,17.66,18.52,4.88%,FALSE,265,,,
Finniss,849923,77623,Australia,Lithium,FRCD005,3/2/2017,Lithium,Core Exploration Limited,4349515,Target Outline,Yes,Surface,Extension,CXO-ASX,0.06,0.06,>10 - 100,20.88,21.78,4.30%,FALSE,268,,,
Rio Grande,864893,40801,Brazil,Phosphate,TED-17-108,3/23/2017,Phosphate,Aguia Resources Limited,4347846,Feasibility Started,No,Surface,Infill,AGR-ASX,0.36,0.37,>10 - 100,32.58,33.84,3.87%,FALSE,270,,,
Wawa,811701,25803,Canada,Gold,SD-16-44,2/7/2017,Gold,Red Pine Exploration Inc.,4353694,Reserves Development,Yes,Surface,Extension,RPX-TVX,0.11,0.11,>10 - 100,22.28,28.54,3.86%,FALSE,271,,,
Wetar,851060,27065,Indonesia,Copper,LERMH02A,3/6/2017,Copper,Finders Resources Limited,4350187,Operating,Yes,Surface,Metallurgical,FND-ASX,0.13,0.13,>10 - 100,97.92,101.52,3.68%,FALSE,275,,,
Woodlark Island,802762,29094,Papua New Guinea,Gold,BS16DD001,1/25/2017,Gold,Geopacific Resources Limited,4350410,Feasibility Complete,No,Surface,Exploration,GPR-ASX,0.03,0.03,>10 - 100,33.32,34.51,3.56%,FALSE,277,,,
Croinor,865054,25899,Canada,Gold,CR-17-524,3/27/2017,Gold,Monarques Gold Corporation,4352550,Prefeas/Scoping,No,Surface,Extension,MQR-TVX,0.28,0.29,>10 - 100,40.28,41.95,3.50%,FALSE,278,,,
Binduli North,798018,29406,Australia,Gold,TRC1687,1/18/2017,Gold,Intermin Resources Limited,4351260,Preproduction,Yes,Surface,Extension,IRC-ASX,0.09,0.09,>10 - 100,17.1,17.4,1.13%,FALSE,318,,,
Kilgore,799576,30083,USA,Gold,16 OKC-353,1/19/2017,Gold,Otis Gold Corporation,4353132,Reserves Development,Yes,Surface,Extension,OOO-TVX,0.21,0.22,>10 - 100,27.91,28.72,2.91%,FALSE,282,,,
